56.748618,37.209014
56.760398,37.138768
56.768981,37.168317
56.763166,37.145676
56.741059,37.163522
56.738095,37.201007
56.755314,37.170805
56.759572,37.163279
56.758171,37.129388
56.764075,37.156378
56.758833,37.163003
56.750517,37.200465
56.764863,37.170415
56.757024,37.147052
56.754046,37.131856
56.755306,37.140317
56.751514,37.131430
56.761134,37.134610
56.757113,37.135089
56.756773,37.156888
56.762349,37.119526
56.745370,37.152155
56.751373,37.126496
56.754873,37.161049
56.758586,37.135617
56.744091,37.143937
56.747240,37.159198
56.754582,37.162813
56.762026,37.151071
56.754619,37.147272
56.744266,37.179510
56.761974,37.143856
56.746145,37.122523
56.745764,37.177822
56.754465,37.165550
56.745644,37.177386
56.757239,37.146481
56.757867,37.151507
56.748922,37.146357
56.761353,37.138119
56.759796,37.156953
56.751506,37.172634
56.757560,37.158705
56.752259,37.174814
56.758275,37.126908
56.752184,37.167527
56.756761,37.141168
56.763548,37.171197
56.755157,37.133301
56.748429,37.128383
56.758863,37.135436
56.746452,37.161434
56.762387,37.166903
56.761914,37.149055
56.763386,37.152624
56.752421,37.125827
56.758863,37.135436
56.757782,37.146176
56.752902,37.169428
56.755460,37.156397
56.758182,37.153187
56.760883,37.120628
56.747298,37.127438
56.762703,37.167523
56.755725,37.129378
56.745262,37.157391
56.753793,37.173643
56.763658,37.159649
56.750459,37.158866
56.762306,37.162935
56.762686,37.148851
56.748887,37.128090
56.758457,37.162841
56.763736,37.160113
56.763559,37.143393
56.760641,37.149816
56.746009,37.178706
56.759601,37.136661
56.758219,37.162575
56.755639,37.155502
56.750210,37.136505
56.758307,37.141274
56.755455,37.128734
56.751944,37.126132
56.756350,37.132459
56.751331,37.172266
56.750525,37.153983
56.755072,37.124910
56.745056,37.121866
56.756668,37.160907
56.744315,37.121399
56.752315,37.167102
56.760359,37.152853
56.762295,37.128677
56.761912,37.160922
56.759108,37.134079
56.754566,37.135879
56.749114,37.147146
56.764424,37.136813
56.754616,37.134692
56.749367,37.158604
56.752285,37.170414
56.759615,37.148938
56.755574,37.165850
56.756741,37.127906
56.749659,37.136857
56.762295,37.128677
56.750594,37.158899
56.756010,37.123565
56.754891,37.129084
56.762413,37.163445
56.755004,37.142335
56.752637,37.163352
56.748754,37.137435
56.745932,37.154248
56.746930,37.138605
56.743962,37.142135
56.760620,37.154276
56.752972,37.174730
56.759005,37.150843
56.750906,37.172033
56.761699,37.155709
56.745764,37.177822
56.754363,37.169078
56.750922,37.136050
56.764078,37.143051
56.763193,37.168661
56.755279,37.138065
56.756871,37.135087
56.754616,37.134692
56.760413,37.121800
56.756247,37.172571
56.749768,37.170646
56.763386,37.152624
56.758457,37.162841
56.759535,37.150505
56.749150,37.137183
56.757594,37.137702
56.755639,37.155502
56.752460,37.162453
56.758482,37.130944
56.752319,37.159097
56.747198,37.126890
56.753733,37.173871
56.748563,37.158380
56.759871,37.122714
56.755004,37.142335
56.759952,37.128166
56.764330,37.157644
56.754080,37.136175
56.752081,37.174443
56.761852,37.119825
56.754022,37.142972
56.754895,37.136155
56.758220,37.142060
56.760284,37.152452
56.756871,37.135087
56.753357,37.172547
56.745286,37.176087
56.744333,37.138031
56.762295,37.128677
56.762286,37.152521
56.744464,37.157534
56.751424,37.158292
56.758646,37.144191
56.756761,37.141168
56.756071,37.129514
56.761912,37.160922
56.763531,37.118766
56.751481,37.131327
56.751944,37.126132
56.760535,37.131348
56.758381,37.130439
56.745886,37.178263
56.758973,37.157382
56.761764,37.136917
56.746775,37.124664
56.752351,37.166900
56.757243,37.127579
56.761764,37.136917
56.748616,37.128265
56.756662,37.132622
56.752057,37.170772
56.762704,37.164819
56.752496,37.165977
56.760055,37.122547
56.755460,37.156397
56.757501,37.132780
56.751904,37.133108
56.745644,37.177386
56.751854,37.171091
56.762350,37.141249
56.759577,37.122893
56.760285,37.129970
56.757284,37.140812
56.750112,37.145574
56.762686,37.148851
56.753538,37.172918
56.745686,37.162458
56.744464,37.157534
56.751789,37.159192
56.755373,37.123930
56.760641,37.149816
56.759592,37.145163
56.754513,37.140267
56.745445,37.152495
56.758740,37.143481
56.761971,37.139167
56.758533,37.155047
56.761821,37.160497
56.754521,37.159349
56.744617,37.139473
56.755179,37.137569
56.764378,37.118214
56.745686,37.162458
56.745370,37.152155
56.745555,37.152978
56.757501,37.132780
56.750684,37.136202
56.755759,37.153107
56.750369,37.153243
56.760972,37.138378
56.758438,37.154544
56.755551,37.141966
56.744354,37.146273
56.759010,37.157510
56.750509,37.158656
56.764002,37.155948
56.754743,37.169723
56.748922,37.146357
56.747718,37.128763
56.744205,37.137421
56.761408,37.125006
56.758097,37.129016
56.764075,37.156378
56.752676,37.175712
56.752634,37.125691
56.758490,37.151131
56.758586,37.135617
56.758049,37.152483
56.746732,37.181310
56.756460,37.132993
56.750940,37.155964
56.760120,37.129085
56.756257,37.130505
56.757750,37.138583
56.752634,37.125691
56.761455,37.144141
56.759796,37.156953
56.747456,37.128333
56.755075,37.149603
56.754891,37.129084
56.755129,37.170436
56.751376,37.144539
56.762349,37.119526
56.757422,37.161488
56.761109,37.125189
56.764424,37.136813
56.750629,37.154477
56.753720,37.173269
56.753586,37.168338
56.744411,37.148149
56.761527,37.138001
56.756995,37.173646
56.749768,37.170646
56.761447,37.165880
56.760359,37.152853
56.755343,37.130997
56.751312,37.144805
56.759572,37.163279
56.746229,37.155010
56.759470,37.139375
56.727118,37.151424
56.724280,37.146471
56.732069,37.145955
56.728938,37.138518
56.731838,37.124731
56.738468,37.157739
56.729610,37.141914
56.738730,37.164760
56.731242,37.160602
56.724192,37.126438
56.738287,37.175865
56.733718,37.139416
56.726935,37.179263
56.726672,37.176873
56.735570,37.158167
56.738223,37.163123
56.729613,37.149209
56.728514,37.137492
56.729412,37.143099
56.725327,37.147154
56.739219,37.169597
56.734166,37.153210
56.726507,37.164484
56.727214,37.163160
56.728778,37.138141
56.740627,37.162290
56.733335,37.162215
56.733652,37.156848
56.733769,37.144159
56.729495,37.159653
56.735660,37.167450
56.723470,37.160332
56.733346,37.139216
56.739637,37.170827
56.727095,37.178871
56.733313,37.160713
56.723493,37.137959
56.742090,37.166388
56.723993,37.141217
56.723702,37.140569
56.730569,37.158201
56.728532,37.130185
56.726135,37.181212
56.728291,37.141061
56.729120,37.134673
56.727977,37.139206
56.729198,37.133388
56.733910,37.156432
56.737478,37.154837
56.735660,37.167450
56.740627,37.162290
56.731773,37.125571
56.737156,37.169680
56.727197,37.142375
56.730756,37.153473
56.739845,37.171487
56.734144,37.163110
56.734822,37.156366
56.727214,37.163160
56.734733,37.151677
56.739880,37.158674
56.733264,37.129837
56.731335,37.140142
56.738287,37.175865
56.721651,37.138055
56.729783,37.157817
56.738437,37.176284
56.738287,37.175865
56.735660,37.167450
56.728753,37.161017
56.726242,37.176263
56.734825,37.149184
56.741059,37.163522
56.727842,37.149985
56.737335,37.161146
56.729262,37.156571
56.727820,37.162302
56.729363,37.150255
56.728932,37.174415
56.735256,37.157405
56.735387,37.156672
56.735725,37.151225
56.724020,37.183624
56.728753,37.161017
56.722963,37.182152
56.729447,37.142139
56.730164,37.144914
56.731369,37.138026
56.733873,37.131431
56.735980,37.149349
56.731201,37.150626
56.723689,37.160628
56.726242,37.176263
56.725903,37.165927
56.729916,37.136639
56.727118,37.151424
56.730630,37.162812
56.738192,37.166772
56.734433,37.136955
56.742333,37.175570
56.731277,37.164367
56.727871,37.135377
56.730550,37.170511
56.730300,37.144793
56.737966,37.159820
56.729447,37.142139
56.730569,37.158201
56.735767,37.157647
56.730550,37.170511
56.733233,37.148812
56.735079,37.166062
56.730192,37.141430
56.731779,37.123985
56.741462,37.123784
56.727254,37.178482
56.726413,37.147472
56.731940,37.160516
56.734083,37.165469
56.739380,37.166705
56.742561,37.129160
56.735402,37.157757
